"id","text","class"
12,"C'était un arbre énorme. 
Il étalait ses branches au milieu de la jungle. 
Au sommet, tout en haut, un oiseau avait fait son nid et des petits étaient nés. 
Un éléphant passa. 
Il aimait se gratter le dos : il s'approcha de l'arbre et se frotta vivement contre le tronc. 
L'arbre entier remua et craqua. 
Dans leur nid, les petits eurent peur : ils se cachèrent près de leur maman. 
« Ohé ! Grand maître de la jungle, il y a assez d'arbres autour de vous ! Ne secouez pas celui-ci. 
Mes enfants ont peur. Ils peuvent tomber du nid et se briser les os. » 
L'éléphant ne voulut pas répondre. 
Il fixa l'oiseau de son oeil minuscule, remua l'air avec ses oreilles géantes et s'en alla. 
Le lendemain, il revint et se gratta encore au tronc de l'arbre. 
Les petits oiseaux inquiets se blottirent contre leur mère. 
La mère était très en colère. « Je vous défends de secouer cet arbre, cria-t-elle, ou je vous punirai ! 
- Toi, pauvre bête de rien du tout ! cria l'éléphant. Que pourrais-tu contre un géant de ma taille ? Si je voulais, je ferais tomber cet arbre et ton nid en même temps ! » 
La mère oiseau ne dit rien. 
Le troisième jour, l'éléphant revint se gratter contre le tronc de l'arbre. 
Rapide comme l'éclair, d'un coup d'aile, la mère entra dans son immense oreille. 
Une fois-là, elle le chatouilla et le griffa à coups de patte. 
L'éléphant avait beau bouger la tête, l'oiseau ne s'arrêtait pas. 
L'éléphant demanda à l'oiseau de sortir. 
« Moi aussi, je t'ai prié de ne pas faire peur à mes petits », dit la mère. 
L'éléphant criait, levait sa trompe, courait comme un fou à travers la jungle. 
Enfin, l'éléphant tomba épuisé. 
L'oiseau quitta alors l'oreille. Il retourna dans son nid avec ses enfants. 
Jamais plus l'éléphant ne revint en ce lieu pour se gratter le dos.","target"
13,"La cloche de quatre heures et demie vient de sonner. Mme Morot interrompt son récit.
« C'est terminé pour aujourd'hui, dit-elle, nous reprendrons demain ». 
Un murmure de protestation s'élève dans la classe et une fille d'environ huit ans, aux longs cheveux tout bouclés, se dresse comme un ressort.
« S'il vous plaît madame ! Finissez les aventures de messire Robert !
- Non, ce serait trop long, Émilie. J'ai dit demain. »
Émilie bougonne un peu en rangeant ses affaires. L'air boudeur, elle va se mettre en rang. La maîtresse la regarde amusée :
« Puisque le sujet te passionne à ce point, Émilie, c'est toi qui nous raconteras la suite demain. D'accord ? Tu n'auras qu'à inventer une fin à ta façon.
- D'accord ! »
Émilie court sans se retourner, son cartable ballottant sur ses épaules, et commence à bâtir dans sa tête les aventures de messire Robert. Soudain, elle glisse sur quelque chose de rond et dur. C'est un crayon. Elle se baisse, le ramasse, l'empoche et reprend sa course.
Arrivée chez elle, Émilie se réfugie dans sa chambre. La petite fille court à son bureau, étale une grande feuille de papier blanc et taille le crayon.
« Oh j'ai une idée ! Je vais dessiner un énorme goûter ! Une brioche, par exemple, avec de la confiture. »
Émilie dessine alors une brioche joufflue. Puis elle ajoute un pot de confiture en prenant bien soin de dessiner les fruits à l'intérieur. Elle ajoute une petite cuillère et pose le crayon sur son bureau. Au bout de quelques secondes, la brioche commence à enfler, lentement. À côté, le pot et la cuillère sortent à leur tour du papier. Ébahie, les yeux écarquillés, Émilie se trouve attablée devant un succulent goûter.","source"
13,"La cloche de 4 heures et demie vient de sonner. Mme Morot arrête son histoire et dit:
« C'est fini pour aujourd'hui. Nous continuerons demain ». 
Un murmure monte dans la classe. Une fille de 8 ans se lève vite. 
« S'il vous plaît madame ! Finissez les aventures de Robert !
- Non, ce serait trop long, Émilie. J'ai dit demain. »
Émilie râle un peu. Elle range ses affaires. Elle va se mettre en rang, en boudant. La maîtresse la regarde d'un air amusé : 
« Comme le sujet t'intéresse beaucoup, Émilie, tu nous raconteras la suite demain. D'accord ? Tu imagineras une fin à ta façon.
- D'accord ! »
Émilie court sans se retourner. Son cartable se balance sur ses épaules. Elle commence à imaginer dans sa tête les aventures de Robert. Soudain, elle glisse sur quelque chose de rond et dur : un crayon. Elle se baisse, le ramasse, le met dans sa poche et reprend sa course.
Arrivée chez elle, Émilie va dans sa chambre. La petite fille court à son bureau, étale une grande feuille de papier blanc et taille le crayon. 
« Oh j'ai une idée ! Je vais dessiner un gros goûter ! Une brioche avec de la confiture. »
Émilie dessine alors une grosse brioche. Elle ajoute un pot de confiture et fait attention de dessiner les fruits à l'intérieur. Émilie ajoute une petite cuillère et pose le crayon sur son bureau. Quelques secondes après, la brioche gonfle. À côté, le pot et la cuillère sortent aussi du papier. Étonnée, les yeux grands ouverts, Émilie se trouve devant un bon goûter.","target"
14,"Mr et Mrs Dursley, qui habitaient au 4, Privet Drive, avaient toujours affirmé avec la plus grande fierté qu'ils étaient parfaitement normaux, merci pour eux.
Jamais quiconque n'aurait imaginé qu'ils puissent se trouver impliquées dans quoi que ce soit d'étrange ou de mystérieux.
Ils n'avaient pas de temps à perdre avec des sornettes.
Mr Dursley dirigeait la Grunnings, une entreprise qui fabriquait des perceuses.
C'était un homme grand et massif, qui n'avait pratiquement pas de cou, mais possédant en revanche une moustache de belle taille.
Mrs Dursley, quant à elle, était mince et blonde et disposait d'un cou deux fois plus long que la moyenne, ce qui lui était fort utile pour espionner ses voisins en regardant pardessus les clôtures du jardins.
Les Dursley avaient un petit garçon prénommé Dudley et c'était à leurs yeux le plus bel enfant du monde.
Les Dursley avaient tout ce qu'ils voulaient.
La seule chose indésirable qu'ils possédaient, c'était un secret dont ils craignaient plus que tout qu'on le découvre un jour.
Si jamais quiconque venait à entendre parler des Potter, ils étaient convaincus qu'ils ne s'en remettraient pas.
Mrs Potter était la sœur de Mrs Dursley, mais toutes les deux ne s'étaient plus revues depuis des années.
En fait, Mrs Dursley faisait comme si elle était fille unique, car sa sœur et son bon à rien de mari étaient aussi éloignés que possible de tout ce qui faisait un Dursley.
Les Dursley tremblaient d'épouvante à la pensée de ce que diraient les voisins si par malheur les Potter se montraient dans leur rue.
Ils savaient que les Potter, eux aussi, avaient un petit garçon, mais ils ne l'avaient jamais vu.
Son existence constituait une raison supplémentaire de tenir les Potter à distance : il n'était pas question que le petit Dudley se mette à fréquenter un enfant comme celui-là.","source"
14,"Monsieur et Madame Dursley vivaient à Privet Drive. Ils avaient toujours dit avec fierté qu'ils étaient normaux, merci pour eux.
Personne n'aurait imaginé qu'ils puissent se trouver melés dans quelque chose d'étrange ou de mystérieux.
Ils n'avaient pas de temps à perdre avec des sornettes.
Monsieur Dursley dirigeait une entreprise qui fabriquait des outils.
C'était un homme grand et massif, qui n'avait presque pas de cou. Il avait une moustache de belle taille.
Madame Dursley était mince et blonde. Elle avait un cou deux fois plus long que la moyenne, ce qui lui était fort utile. Elle espionnait ses voisins au travers les clôtures des jardins.
Les Dursley avaient un petit garçon. Il s'appelait Dudley et pour eux c'était le plus bel enfant du monde.
Les Dursley avaient tout ce qu'ils voulaient.
La seule chose terrible qu'ils avaient, c'était un secret. Ils avaient peur qu'on le découvre un jour.
Si jamais quelqu'un venait à entendre parler des Potter, ils étaient convaincus qu'ils ne s'en sortiraient pas.
Madame Potter était la sœur de Madame Dursley, mais toutes les deux ne s'étaient plus revues depuis des années.
En fait, Madame Dursley faisait comme si elle était fille unique, car sa sœur et son mari étaient aussi éloignés que possible de tout ce qui faisait un Dursley.
Les Dursley tremblaient de peur à la pensée de ce que diraient les voisins si par malheur les Potter venaient dans leur rue.
Ils savaient que les Potter, eux aussi, avaient un petit garçon, mais ils ne l'avaient jamais vu.
Son existence était une raison de plus de tenir les Potter loin : il n'était pas question que le petit Dudley se mette à fréquenter un enfant comme celui-là.","target"
15,"Il y a 500 000 grottes en France.	   
C'est dans les sols calcaires du Sud qu'on trouve le plus de grottes.	   
Pour qu'une grotte se forme, il faut de l'eau et une roche, le calcaire.	   
Au bout de quelques milliers d'années, ça donne une cavité creuse comme un gruyère, la grotte est née.	   
L'eau de pluie s'infiltre dans une grotte, la creuse et lui apporte des minéraux.	   
Une grotte est donc toujours en formation.	   
Il y a cinq millions d'années, le niveau de la mer Méditerranée était un kilomètre plus bas qu'aujourd'hui.	   
Alors des grottes se sont creusées à plus de 1 Kilomètre sous la surface actuelle.	   
Il y en a sûrement encore d'autres à découvrir.	   
En 1947, on a mis une poudre vert fluo dans l'eau du gouffre de Padirac (46) pour connaitre son trajet.	   
Elle est réapparue trois mois après à onze kilomètres de là. Le parcours de l'eau sous la terre peut donc être long.	   
Les géologues étudient les grottes pour trouver des réservoirs d'eau profonde.	   
Les spéléologues ne peuvent pourtant pas accéder à certains réservoirs d'eau.	   
Un robot amphibie se faufile pour prendre toutes les mesures.	   
Les spéléologues jettent aussi des billes spéciales dans la rivière qui avancent et donnent leur position.	   
Ainsi on peut dessiner la carte de la rivière.","source"
15,"Il y a 500 000 grottes en France.	   
On trouve le plus de grottes dans les sols calcaires du Sud de la France.	   
Une grotte se forme avec de l'eau et une roche, le calcaire.	   
Après quelques milliers d'années, des trous se creusent comme dans le gruyère, la grotte est née.	   
L'eau de pluie passe dans la grotte, la creuse et lui apporte des minéraux.	   
Une grotte continue donc toujours à se former.	   
Le niveau de la mer Méditerranée aujourd'hui est 1 Km plus haut qu'il y a 5 millions d'années.	   
Alors des grottes se sont creusées à plus de 1km sous la mer.	   
Il y en a encore à découvrir.	   
En 1947, on a mis une poudre vert fluo dans l'eau du gouffre de Padirac (46) pour connaître le chemin de l'eau sous la terre.	   
On a retrouvé l'eau verte 3 mois plus tard et 11 km plus loin. Le chemin de l'eau sous la terre est donc long.	   
Les géologues étudient les grottes pour trouver des réservoirs d'eau profonde.	   
Mais les spéléologues ne peuvent pas arriver à certains endroits.	   
On glisse alors un robot dans l'eau pour prendre toutes les mesures.	   
Les spéléologues jettent aussi des billes spéciales dans la rivière qui avancent et donnent leur position.	   
Ainsi, on peut donc dessiner la carte de la rivière.","target"
16,"Il y a des milliers d'années, la forêt était verte en toutes saisons. 
Cela vous surprend bien sûr. Pourtant, réfléchissez... Le sapin n'est-il pas toujours vert ? 
En ce temps-là, tous les chênes, les frênes, les charmes, les châtaigniers, enfin tous les arbres de la forêt conservaient leur feuillage en automne. 
S'ils se dépouillent actuellement, c'est qu'ils en ont décidé ainsi, librement. 
Personne ne vous avait encore appris la chose ? Oh ! ... Alors lisez cette histoire. 
Ce matin-là, les habitants de la forêt étaient consternés. 
Arbres, champignons, arbustes et animaux gémissaient. 
Les troncs désolés craquaient, les oiseaux se taisaient, le ruisseau coulait en silence, même les sangliers avaient les larmes aux yeux. 
Pendant l'hiver, la mort avait voyagé dans la forêt qui avait perdu un grand nombre de ses charmants enfants : les fleurs. 
Des milliers de fleurs, des millions de fleurs, étaient restées sous le sol, tuées par le gel. 
Chacun pleurait à l'enterrement des jolies mortes. 
Les familles Anémone, Jacinthe, Jonquille, Pervenche, Violette étaient en deuil. 
Leurs rares boutons, gonflés de chagrin, se penchaient jusqu'à la mousse qui les consolait en leur caressant la tête. 
Oui, vraiment, ce printemps et cet été furent bien tristes. 
De-ci, de-là, de rares fleurs guérissaient lentement du coup de froid de l'hiver. 
D'autres, très nombreuses, moururent encore des suites de leur maladie. 
Des troupes de sangliers galopaient autour de la forêt pour éloigner les cueilleurs de bouquets. 
Le vent se chargea de disperser les précieuses graines fournies par les orphelines Anémone, Jacinthe, Jonquille, Pervenche, Violette et Muguet. 
La peur, la grande peur s'était installée dans les bois. 
Si le prochain hiver était rude, c'était terminé : la forêt n'aurait plus jamais de fleurs. 
Les vieillards les plus sages, un chêne, un hêtre et un bouleau, ayant à eux trois plus de cinq cents ans, parlèrent longuement. 
- La seule solution, décidèrent-ils, est de protéger les fleurs pendant l'hiver avec une chaude couverture. 
Nous devons pour sauver les fleurettes, les couvrir de nos feuilles. 
Seuls les sapins et les pins, au caractère aussi pointu que les aiguilles, refusèrent. 
Tous les autres dirent oui. Tous eurent très froid pendant les gelées sans leur feuillage. Mais, ils pensèrent aux fleurs et cela leur réchauffait le coeur. Et depuis, chaque automne, les arbres perdent leurs feuilles.","source"
16,"Il y a très longtemps, la forêt était verte en toutes saisons. Cela vous surprend. Pourtant, pensez... Le sapin n'est-il pas toujours vert ? 
En ce temps-là, tous les chênes, les frênes, les charmes, les châtaigniers, enfin tous les arbres de la forêt gardaient leurs feuilles en automne. S'ils perdent leurs feuilles maintenant, c'est qu'ils en ont décidé ainsi, librement. 
Personne ne vous l'a dit ? Oh !... Alors lisez ce conte. 
Ce matin-là, les habitants de la forêt étaient peinés. Arbres, champignons, arbustes et animaux pleuraient. 
Les troncs craquaient, les oiseaux se taisaient, le ruisseau coulait en silence, même les sangliers avaient les larmes aux yeux. Pendant l'hiver, la mort avait voyagé dans la forêt. La forêt avait perdu beaucoup d'enfants : les fleurs. 
Des milliers de fleurs, des millions de fleurs, étaient restées sous le sol, tuées par le gel. Chacun pleurait à l'enterrement des mortes. Les familles Anémone, Jacinthe, Jonquille, Pervenche, Violette étaient dans la douleur. 
Leurs rares boutons, remplis de chagrin, se baissaient jusqu'à la mousse. Elle les consolait en leur caressant la tête. Ce printemps et cet été furent tristes. Par endroits, de rares fleurs allaient mieux. D'autres, très nombreuses, moururent un peu plus tard de leur maladie. Des sangliers couraient autour de la forêt pour éloigner les ramasseurs de bouquets. 
Le vent dispersa les rares graines fournies par les orphelines : Anémone, Jacinthe, Jonquille, Pervenche, Violette et Muguet. La peur, la grande peur s'était mise en place dans les bois. La forêt n'aurait plus jamais de fleurs si le prochain hiver était rude. 
Les vieux les plus sages, un chêne, un hêtre et un bouleau, ayant ensemble plus de 500 ans, parlèrent longtemps. 
- La seule solution, décidèrent-ils, est de protéger les fleurs pendant l'hiver avec une chaude couverture. 
Nous devons pour sauver les fleurs, les couvrir de nos feuilles. Seuls les sapins et les pins, au caractère aussi piquant que leurs aiguilles, dirent non. Tous les autres dirent oui. Tous eurent froid pendant les gelées sans leur feuillage. Mais, ils pensèrent aux fleurs et cela leur fait chaud au coeur. Et depuis, chaque automne, les arbres perdent leurs feuilles.","target"
17,"Ce soir-là, Hugo dormait profondément au fond de sa pomme, quand soudain de terribles secousses agitèrent le fruit. 
Quelle tempête !		Hugo eut à peine le temps de bondir hors de son lit qu'il tomba à la renverse en criant de frayeur : « Au secours ! Au secours ! »		
A l'extérieur, les conspirateurs s'en donnaient à coeur joie. 
Ils secouaient la pomme, la bousculaient, l'ébranlaient, tant et si bien qu'elle se détacha de la branche et tomba au pied de l'arbre. 
Hugo, qui ne s'était pas fait mal, gesticulait, furieux au milieu de sa maison en morceaux. Quelle déconfiture !
- Regardez ! S'esclaffa Mireille. Il est tout nu à présent ... nu comme un ver !

- Nu comme un ver ! s'écriaient ses amis en pouffant de rire. 

Malheureusement, notre asticot ne comprit pas la plaisanterie et s'en alla en maugréant, penaud, fâché, ridicule. Mais comme il n'avait jamais passé la nuit dehors, il fut très inquiet. 
Alors il se glissa dans un chou. 
C'était la maison d'une grosse limace terriblement bavarde qui s'appelait Grace.
- Oh, mon Dieu, ce que vous êtes pâle ! Tenez, mangez un peu de chou, c'est excellent pour la santé.

- Merci, mais je...

- Ta-ta-ta, mangez-en, mangez-en. Vous êtes si menu.	

- Je préfère encore mordre dans les pommes, murmura assez fort l'asticot.

- Ta-ta-ta, reprenez-en. J'insiste, et ne parlez pas la bouche pleine, mon petit chou, c'est très mal élevé, dit-elle.","source"
17,"Ce soir-là, Hugo dormait bien au fond de sa pomme, quand soudain le fruit fut secoué. Quelle tempête !	

Hugo qui n'eut pas le temps de sortir de son lit tomba en criant de peur :« Au secours ! Au secours ! »

A l'extérieur, les semeurs de trouble se faisaient plaisir. Ils remuaient la pomme. La pomme bougeait et finit par tomber au pied de l'arbre. 

Hugo, qui ne s'était pas fait mal, était furieux au milieu de sa maison en morceaux. Quel trouble !

- Regardez ! rit Mireille. Il est tout nu à présent... nu comme un ver !

- Nu comme un ver ! criaient ses amis en riant.	   

Par malheur, notre ver n'avait pas compris la blague. Il partit grognon. Il avait honteux. Il était fâché. 

Il n'avait jamais passé la nuit dehors. Il était très inquiet. Alors il se glissa dans un chou.

C'était la maison d'une grosse limace très bavarde. Son nom était Grace.

- Oh, mon Dieu, ce que vous êtes blanc ! Tenez, mangez un peu de chou, c'est bon pour la santé.

- Merci, mais je...

- Ta-ta-ta, mangez-en, mangez-en. Vous êtes si maigre.

- Je préfère encore mordre dans les pommes, dit assez fort l'asticot.

- Ta-ta-ta, encore. J'insiste. Et ne parlez pas la bouche pleine, mon petit chou, c'est très mal élevé, dit-elle.","target"
18,"Il y avait jadis en Irlande, un homme du nom de Jack. Un beau jour, il rencontra sur son chemin un voyageur, et le salua fort aimablement. L'étranger se prit de sympathie pour ce gentilhomme et lui dit : 
« Je t'accorde un souhait ». 
Jack réfléchit bien et dit : 
« Ma femme possède un grand sac en cuir. Je souhaite que ce qui est dans ce sac n'en sorte pas avant que j'en donne l'ordre.
- Accordé ! », dit l'inconnu. Et il s'éloigna.
Peu après son retour, Jack se cassa une jambe et dut rester allongé chez lui toute une année, sans gagner un sou. Sa malheureuse famille était en train de mourir de faim lorsqu'un soir, un étranger vint à passer par là.
« Je vois, dit-il, que ta famille est dans le besoin. Faisons un marché. Promets-moi de me suivre dans sept ans et je veillerai à ce que vous viviez jusque-là dans l'opulence.
- Mais qui êtes-vous donc ? s'écria Jack.
- Je suis le diable !
- Qu'importe, murmura Jack, j'accepte cette offre »
Le Diable s'en alla donc, et Jack, en effet, devint riche et prospère. 
Lorsque les sept ans se furent écoulés, le Diable, cependant, vint frapper à la porte.
« Le temps est venu, dit-il. J'ai tenu ma promesse, à toi maintenant de tenir la tienne. »
Jack dit adieu à sa femme et suivit le Diable en portant sur son dos son grand sac en cuir. 
Ils marchèrent un moment en silence, puis Jack prit la parole : 
« Quand j'étais enfant, je m'amusais à entrer et sortir de ce vieux sac. Il faut dire que j'étais souple et agile à l'époque !
- Ce petit jeu est à la portée de n'importe quel imbécile, dit le Diable en riant.
- Allons donc, je suis prêt à parier que vous ne pouvez pas ! »
Jack ouvrit son sac, et le Diable, sans hésiter, y sauta à pieds joints, se faisant ainsi prisonnier.","source"
18,"Un homme appelé Jack vivait en Irlande. Un jour, il rencontra un voyageur sur son chemin. Jack le salua. L'étranger trouva Jack gentil. Il lui dit :
« Je t'offre un souhait ».
Jack réfléchit bien et dit :
« Ma femme a un grand sac en cuir. Je veux que rien ne sorte de ce sac avant que j'en donne l'ordre.
- D'accord ! », dit l'inconnu. Et il partit.
Peu après son retour, Jack se cassa une jambe. Il dut rester allongé chez lui toute une année, sans gagner d'argent. Sa famille était en train de mourir de faim. Un soir, un étranger passa par là.
« Ta famille est pauvre. Faisons un marché. Promets-moi de me suivre dans 7 ans et je vous rendrai riches.
- Mais qui êtes-vous donc ? s'écria Jack.
- Je suis le diable !
- Peu importe, dit Jack, j'accepte cette offre »
Le Diable s'en alla et Jack devint riche. 
Les 7 ans passés, le Diable, vint frapper à la porte de Jack.
« Le temps est venu, dit-il. J'ai tenu ma promesse. Tu dois tenir la tienne. »
Jack dit adieu à sa femme et suivit le Diable. Jack portait sur son dos son grand sac en cuir.
Ils marchèrent en silence, puis Jack parla :
« Quand j'étais enfant, je m'amusais à entrer et sortir de ce vieux sac. J'étais souple et agile !
- Ce jeu est à la portée de n'importe quel idiot, dit le Diable en riant.
- Allons donc, je parie que vous ne pouvez pas ! »
Jack ouvrit son sac. Le Diable y sauta à pieds joints. Il se fit prisonnier.","target"
19,"Jojo est un grand collectionneur. 
Ce que les enfants de son âge trimbalent dans leurs poches, les billes, les jouets trouvés dans les œufs-surprises, les petites voitures... Lui, il le range soigneusement. 
Il collectionne : les sucres (enveloppés), les boîtes d'allumettes (vides), les fossiles, les timbres, les cartes postales, les boules avec de la neige dedans, les savonnettes, les boîtes de camembert...
A chaque nouvelle collection, son père ajoute une étagère.
- Tu ne crois pas qu'il vaut mieux manger les sardines avant de stocker les boîtes ? 
Jojo ne jette jamais.
Il garde ses vieilles chaussures, ses bouts de crayons, ses cahiers de l'an dernier.
Petit à petit, à la maison, la place vient à manquer. 
Il y a des collections de Jojo partout. 
Dans le salon, le couloir, la salle de bain et les cabinets.
- Jojo, il va falloir arrêter d'accumuler des objets... ou nous devrons nous séparer d'une partie des collections.
Se séparer ! Jojo est horrifié : ça veut dire vendre... ou jeter ! 
Je vais collectionner des choses très petites. 
Des très petits cailloux ? Du sable ? De la poussière ?
Il va falloir des boîtes pour ranger tout ça !
Des mots ! Les mots ne prennent pas de place !
Même le plus long, anticonstitutionnellement, n'est pas très encombrant.
Les dictionnaires qui sont sur le palier, je les mets où ?
Jojo cherche alors quelque chose de plus léger, plus irréel encore que les mots. 
Après une nuit de réflexion, il trouve enfin.
LE TEMPS ! Je vais collectionner le temps !
Tu ne vas pas nous rapporter des montres, des réveils... et des horloges ?
Non ! Je vais collectionner les jours. Aujourd'hui, nous sommes...
Mercredi 10 Mars.
Mercredi 10 Mars. Il faut qu'il soit bien spécial, ce Mercredi 10 Mars pour être digne d'être collectionné !
Je vais faire une balade que je n'ai jamais faite.
Tiens. Je ne connais pas ces fleurs. Je vais les cueillir et les offrir à ma grand-mère.
Aujourd'hui 10 Mars : je suis allé me promener derrière.
Le lendemain, Jojo réussit à obtenir un 10 sur 10 en maths, pour la première fois de sa vie.
C'est un jour à marquer d'une pierre blanche.","source"
19,"Jojo est un grand collectionneur. 
Ce que les enfants de son âge baladent dans leurs poches, les billes, les jouets trouvés dans les œufs-surprises, les petites voitures... Lui, il le range avec soin. 
Il garde : les sucres (enveloppés), les boîtes d'allumettes (vides), les fossiles, les timbres, les cartes postales, les boules avec de la neige dedans, les savonnettes, les boîtes de camembert...
A chaque nouvelle collection, son père ajoute une étagère.
- Tu ne crois pas qu'il vaut mieux manger les sardines avant de garder les boîtes ? 
Jojo ne jette jamais.
Il garde ses vieilles chaussures, ses bouts de crayons, ses cahiers de l'an dernier.
Petit à petit, à la maison, la place vient à manquer. 
Il y a des collections de Jojo partout. 
Dans le salon, le couloir, la salle de bain et les cabinets.
- Jojo, il va falloir arrêter de garder des objets, ou nous devrons nous séparer d'une partie des collections.
Se séparer ! Jojo est effrayé : ça veut dire vendre... ou jeter ! 
Je vais garder des choses très petites. 
Des très petits cailloux ? Du sable ? De la poussière ?
Il va falloir des boîtes pour ranger tout ça !
Des mots ! Les mots ne prennent pas de place !
Même le plus long n'est pas très gênant.
Les dictionnaires qui sont sur le palier, je les mets où ?
Jojo cherche alors quelque chose de plus léger, plus irréel encore que les mots. 
Après une nuit à penser, il trouve enfin.
LE TEMPS ! Je vais garder le temps !
Tu ne vas pas nous rapporter des montres, des réveils... et des horloges ?
Non ! Je vais garder les jours. Aujourd'hui, nous sommes...
Mercredi 10 Mars.
Mercredi 10 Mars. Il faut qu'il soit bien spécial, ce Mercredi 10 Mars pour être digne d'être gardé !
Je vais faire une balade que je n'ai jamais faite.
Tiens. Je ne connais pas ces fleurs. Je vais les prendre et les offrir à ma grand-mère.
Aujourd'hui 10 Mars : je suis allé me promener.
Le lendemain, Jojo réussit à obtenir un 10 sur 10 en maths, pour la première fois de sa vie.
C'est un jour à marquer d'une pierre blanche.","target"
20,"Une fraise qui a le goût de fraise... rien d’étonnant.
Mais qu’un yaourt au parfum « fraise » qui n’a jamais croisé la route d’un fruit rouge en ait le goût, voilà qui est plus surprenant. 
Tout est question de chimie.
L’odeur et le goût d’un aliment proviennent des arômes qu’il contient.
Les fruits, les légumes, la viande, les poissons, les fruits de mer et les champignons en sécrètent naturellement, en grand nombre.
Ces arômes sont modifiés par le mûrissement, la fermentation ou la cuisson.
Ces arômes sont présents en très faible quantité et ils s’évaporent facilement, sauf dans les épices et les herbes aromatiques. Les arômes dits « naturels » sont tirés de produits végétaux ou animaux.
Les arômes de synthèse, eux, sont fabriqués artificiellement mais ils ont la même composition chimique que les arômes naturels.
Des arômes « viande » ou « poule », « caramel » ou « grillé » sont obtenus en chauffant un mélange de sucre et de produits azotés.
Les industries de l’alimentation sont de grandes utilisatrices de ces arômes de synthèse.
Pour des raisons d’économie d’abord : un kilo de vanilline de synthèse est 200 fois moins couteux qu’un kilo de vanilline naturelle.
Pour une question de goût aussi, car les arômes sont en grande quantité détruits lors de la fabrication des produits alimentaires.
Il faut donc « reconstituer » les goûts d’origine pour satisfaire le consommateur.
Car les arômes se glissent partout : dans les bonbons, les produits laitiers, les gâteaux, les plats cuisinés, les sauces, les soupes, les jus de fruits.","source"
20,"Une fraise qui a le goût de fraise... rien de rare. 
Mais qu'un yaourt au parfum « fraise » qui n'a jamais croisé la route d'un fruit rouge ait le goût de la fraise, c'est fou. 
Tout est question de chimie.
L'odeur et le goût d'un aliment viennent de ses arômes. 
Les fruits, les légumes, la viande, les poissons, les fruits de mer et les champignons diffusent beaucoup d'arômes. 
Ces arômes sont modifiés par le mûrissement, la fermentation ou la cuisson. 
Ces arômes sont présents en très faible quantité et ils s'évaporent facilement, sauf dans les épices et les herbes aromatiques.
Les arômes dits « naturels » viennent de produits végétaux ou animaux. On fabrique les arômes de synthèse mais ils ont la même combinaison chimique que les arômes naturels.
Les arômes « viande » ou « poule », « caramel » ou « grillé » s'obtiennent en chauffant du sucre et des produits azotés.
Les industries de l'alimentation utilisent les arômes de synthèse. 
Pour des raisons d'économie : un kilo de vanilline de synthèse est 200 fois moins cher qu'un kilo de vanilline naturelle. 
Pour une question de goût aussi, car les arômes sont en grande quantité détruits lors de la fabrication de la nourriture. 
Il faut donc « reconstituer » les goûts d'origine pour satisfaire le consommateur. 
Car les arômes sont partout : dans les bonbons, les produits laitiers, les gâteaux, les plats cuisinés, les sauces, les soupes, les jus de fruits.","target"
21,"Au pôle Sud, les hommes ne peuvent pas tomber de la Terre : ils n'ont pas la tête à l'envers.
En observant un globe terrestre nous pourrions croire qu'un Australien ait la tête en bas.
Pourtant il n‘en est rien. 
L'Australien, comme le Français, est attiré par le centre de la Terre.
Une force attire tout ce qui se trouve à la surface et autour de la Terre. 
C'est la Pesanteur.
Ainsi, pour tous les habitants de la Terre, le « haut » est toujours vers le ciel et le « bas » vers le sol.
Au-delà de l'atmosphère terrestre, dans l'espace, l'astronaute et sa capsule sont éloignés de la terre. 
Ils sont toujours soumis à la pesanteur de notre planète.
Mais comme ils ont acquis une certaine vitesse au lancement, ils tournent en permanence autour d'elle, ils sont satellisés.
Ils sont en état d'impesanteur. 
L'impesanteur (ou apesanteur) n'est pas l'absence de pesanteur mais la combinaison de cette pesanteur avec une certaine vitesse de déplacement. 
Ils flottent dans l'espace.
De la même façon, deux masses dans l'Univers (par exemple deux planètes) vont obligatoirement s'attirer.
La terre est attirée par le Soleil.
Pourquoi ne tombe-t-elle pas sur lui ? Car elle se déplace, donc elle tourne autour.
Si la Terre se déplaçait moins vite, elle s'écraserait sur le Soleil ; si elle se déplaçait plus vite, elle s'échapperait du système solaire.
C'est un système bien réglé.","source"
